,ts,loc_id,item_id,user_id,is_clk
1139,1139,1,0,10,0
1140,1140,3,8,7,0
1141,1141,3,6,3,0
1142,1142,4,4,2,0
1143,1143,2,3,9,1
1144,1144,1,2,1,1
1145,1145,4,9,1,1
1146,1146,4,6,7,1
1147,1147,0,5,3,1
1148,1148,1,6,9,0
1149,1149,2,8,2,0
1150,1150,3,6,4,1
1151,1151,2,2,6,1
1152,1152,2,1,9,1
1153,1153,0,2,7,0
1154,1154,3,9,9,1
1155,1155,4,7,10,0
1156,1156,1,4,3,0
1157,1157,2,3,4,1
1158,1158,4,5,6,0
1159,1159,4,9,10,0
1160,1160,0,9,0,0
1161,1161,3,5,10,1
1162,1162,0,0,8,0
1163,1163,1,4,10,0
1164,1164,3,7,7,1
1165,1165,4,6,7,0
1166,1166,4,2,9,0
1167,1167,4,3,1,1
1168,1168,3,3,11,0
1169,1169,2,6,11,0
1170,1170,0,2,4,0
1171,1171,4,2,11,0
1172,1172,2,4,6,1
1173,1173,2,5,6,1
1174,1174,1,0,4,0
1175,1175,0,8,7,1
1176,1176,2,1,0,1
1177,1177,3,1,9,0
1178,1178,1,9,7,1
1179,1179,0,8,6,0
1180,1180,2,0,2,0
1181,1181,1,5,11,1
1182,1182,2,5,4,0
1183,1183,3,9,0,0
1184,1184,0,3,2,1
1185,1185,3,1,1,1
1186,1186,2,8,10,0
1187,1187,3,1,6,0
1188,1188,0,6,6,0
1189,1189,4,1,2,0
1190,1190,3,4,6,1
1191,1191,3,2,4,0
1192,1192,2,7,2,1
1193,1193,1,6,10,0
1194,1194,4,9,5,0
1195,1195,4,5,7,1
1196,1196,2,3,10,1
1197,1197,2,2,7,1
1198,1198,4,8,5,1
1199,1199,4,6,9,1
1200,1200,2,6,1,1
1201,1201,0,1,6,1
1202,1202,1,2,10,1
1203,1203,0,0,11,1
1204,1204,2,5,11,0
1205,1205,3,5,3,1
1206,1206,4,0,6,0
1207,1207,1,4,2,1
1208,1208,2,8,4,1
1209,1209,2,2,7,0
1210,1210,0,7,0,0
1211,1211,4,4,7,0
1212,1212,0,3,3,0
1213,1213,4,6,2,1
1214,1214,3,0,0,0
1215,1215,2,7,9,0
1216,1216,2,4,8,0
1217,1217,1,0,0,0
1218,1218,3,3,5,0
1219,1219,4,5,1,0
1220,1220,0,5,2,0
1221,1221,3,2,1,1
1222,1222,3,7,9,1
1223,1223,0,9,4,1
1224,1224,1,7,0,0
1225,1225,3,4,7,0
1226,1226,3,4,6,0
1227,1227,3,0,7,0
1228,1228,0,0,5,1
1229,1229,1,6,3,1
1230,1230,3,2,3,1
1231,1231,1,6,5,1
1232,1232,4,8,8,1
1233,1233,3,2,6,1
1234,1234,1,7,11,1
1235,1235,4,7,4,1
1236,1236,4,6,4,1
1237,1237,3,6,11,0
1238,1238,2,8,1,0
1239,1239,2,1,9,1
1240,1240,1,7,5,1
1241,1241,4,2,2,1
1242,1242,2,3,7,1
1243,1243,2,5,11,0
1244,1244,1,8,11,0
1245,1245,4,7,2,1
1246,1246,1,8,9,0
1247,1247,2,1,1,0
1248,1248,1,4,8,0
1249,1249,3,6,8,1
1250,1250,0,7,0,1
1251,1251,4,2,8,0
1252,1252,2,4,10,0
1253,1253,0,9,1,0
1254,1254,0,8,2,1
1255,1255,0,8,0,1
1256,1256,1,3,10,0
1257,1257,3,4,3,1
1258,1258,3,3,1,0
1259,1259,3,6,2,0
1260,1260,4,1,1,0
1261,1261,1,5,9,0
1262,1262,4,7,11,1
1263,1263,3,9,6,1
1264,1264,1,2,7,0
1265,1265,1,3,11,1
1266,1266,0,0,7,0
1267,1267,3,5,6,0
1268,1268,2,4,5,1
1269,1269,4,6,9,1
1270,1270,1,0,8,0
1271,1271,1,3,6,0
1272,1272,3,0,11,1
1273,1273,1,7,2,1
1274,1274,0,0,4,0
1275,1275,2,0,8,0
1276,1276,0,5,6,1
1277,1277,3,2,7,0
1278,1278,4,7,0,0
1279,1279,4,5,10,1
1280,1280,1,1,3,1
1281,1281,2,6,9,0
1282,1282,0,9,2,0
1283,1283,0,6,9,0
1284,1284,0,7,0,0
1285,1285,3,0,10,0
1286,1286,0,0,11,0
1287,1287,3,8,0,1
1288,1288,3,7,9,0
1289,1289,1,9,11,0
1290,1290,4,1,1,1
1291,1291,0,3,10,1
1292,1292,2,5,11,1
1293,1293,0,0,5,1
1294,1294,2,2,5,0
1295,1295,1,3,3,1
1296,1296,3,0,11,1
1297,1297,0,6,0,1
1298,1298,0,2,10,1
1299,1299,4,2,5,1
1300,1300,0,3,1,0
1301,1301,2,2,2,1
1302,1302,1,2,11,1
1303,1303,0,7,0,1
1304,1304,4,3,3,1
1305,1305,2,1,10,1
1306,1306,4,9,0,1
1307,1307,4,4,7,0
1308,1308,3,6,3,1
1309,1309,4,3,0,1
1310,1310,0,5,5,1
1311,1311,4,2,0,0
1312,1312,1,1,5,1
1313,1313,0,6,8,0
1314,1314,0,0,11,1
1315,1315,4,8,11,1
1316,1316,0,5,11,1
1317,1317,0,4,0,1
1318,1318,3,8,11,0
1319,1319,1,8,6,0
1320,1320,4,2,11,0
1321,1321,2,2,4,0
1322,1322,3,9,3,0
1323,1323,0,2,5,0
1324,1324,3,8,0,1
1325,1325,4,5,8,0
1326,1326,2,6,7,0
1327,1327,0,7,4,0
1328,1328,3,2,3,1
1329,1329,3,2,10,1
1330,1330,1,2,8,0
1331,1331,2,1,1,1
1332,1332,3,4,6,1
1333,1333,1,1,3,0
1334,1334,4,5,3,0
1335,1335,3,6,5,0
1336,1336,2,2,8,1
1337,1337,4,6,2,0
1338,1338,1,5,2,1
1339,1339,0,3,6,0
1340,1340,2,2,9,1
1341,1341,3,6,0,0
1342,1342,2,0,11,0
1343,1343,4,6,1,1
1344,1344,0,2,4,1
1345,1345,0,1,2,1
1346,1346,0,2,11,0
1347,1347,0,0,10,1
1348,1348,0,8,10,1
1349,1349,2,4,6,0
1350,1350,1,1,3,1
1351,1351,0,7,4,1
1352,1352,0,1,1,1
1353,1353,3,5,3,0
1354,1354,1,5,5,1
1355,1355,3,3,7,0
1356,1356,2,7,2,1
1357,1357,2,5,5,1
1358,1358,3,8,8,0
1359,1359,3,6,8,1
1360,1360,4,1,11,0
1361,1361,4,1,5,0
1362,1362,3,7,11,0
1363,1363,0,8,2,1
1364,1364,4,6,7,0
1365,1365,4,0,10,1
1366,1366,4,1,9,1
1367,1367,3,9,5,1
1368,1368,2,2,9,1
1369,1369,4,5,10,1
1370,1370,0,1,7,0
1371,1371,2,3,8,1
1372,1372,0,2,5,0
1373,1373,3,1,2,0
1374,1374,3,3,6,1
1375,1375,2,4,7,1
1376,1376,3,6,6,0
1377,1377,4,8,9,1
1378,1378,1,1,7,1
1379,1379,0,7,6,0
1380,1380,4,9,8,0
1381,1381,3,8,2,1
1382,1382,1,2,11,0
1383,1383,1,4,5,0
1384,1384,2,8,1,0
1385,1385,0,8,3,0
1386,1386,2,5,2,1
1387,1387,3,2,9,0
1388,1388,2,7,3,0
1389,1389,1,1,10,0
1390,1390,1,6,3,0
1391,1391,3,7,3,0
1392,1392,0,2,10,0
1393,1393,3,8,10,1
1394,1394,2,8,8,0
1395,1395,2,5,8,0
1396,1396,2,1,6,1
1397,1397,4,9,5,1
1398,1398,4,9,1,1
1399,1399,3,1,5,0
1400,1400,2,9,5,0
1401,1401,4,6,9,1
1402,1402,0,0,4,1
1403,1403,3,3,7,1
1404,1404,4,2,5,1
1405,1405,0,0,6,0
1406,1406,3,6,1,0
1407,1407,3,6,1,0
1408,1408,1,2,7,1
1409,1409,2,2,1,1
1410,1410,4,2,2,1
1411,1411,1,9,4,0
1412,1412,2,0,5,0
1413,1413,0,5,10,0
1414,1414,1,0,2,0
1415,1415,3,2,11,1
1416,1416,0,7,7,1
1417,1417,2,2,1,0
1418,1418,3,4,8,1
1419,1419,2,3,3,1
1420,1420,4,3,8,0
1421,1421,4,5,11,1
1422,1422,4,5,5,0
1423,1423,0,3,3,1
1424,1424,2,7,10,0
1425,1425,0,0,8,1
1426,1426,3,2,2,1
1427,1427,4,1,10,1
1428,1428,1,8,9,0
1429,1429,3,6,3,0
1430,1430,4,0,9,1
1431,1431,1,1,9,0
1432,1432,3,9,2,1
1433,1433,2,9,8,1
1434,1434,0,2,6,0
1435,1435,4,3,10,0
1436,1436,4,9,5,1
1437,1437,4,1,6,1
1438,1438,3,8,11,0
1439,1439,4,7,11,1
1440,1440,1,7,0,1
1441,1441,3,8,1,0
1442,1442,0,2,7,0
1443,1443,0,0,8,1
1444,1444,2,0,1,1
1445,1445,2,3,8,1
1446,1446,0,3,8,0
1447,1447,4,6,11,0
1448,1448,1,0,10,0
1449,1449,1,9,0,0
1450,1450,1,2,4,0
1451,1451,3,5,3,0
1452,1452,2,2,1,1
1453,1453,2,5,9,1
1454,1454,3,6,4,0
1455,1455,0,3,3,1
1456,1456,3,4,3,0
1457,1457,4,5,8,0
1458,1458,4,4,3,1
1459,1459,0,6,8,0
1460,1460,3,7,7,0
1461,1461,0,6,3,0
1462,1462,1,9,10,0
1463,1463,0,7,9,0
1464,1464,0,4,2,1
1465,1465,0,6,4,1
1466,1466,1,2,4,1
1467,1467,4,2,8,0
1468,1468,3,1,2,0
1469,1469,0,2,3,0
1470,1470,4,8,10,1
1471,1471,3,1,3,0
1472,1472,1,0,6,1
1473,1473,0,1,7,1
1474,1474,0,2,3,1
1475,1475,0,2,9,0
1476,1476,4,4,6,0
1477,1477,3,4,5,1
1478,1478,4,8,4,1
1479,1479,3,5,11,1
1480,1480,0,8,9,1
1481,1481,2,6,0,1
1482,1482,3,1,7,0
1483,1483,3,3,5,0
1484,1484,0,4,11,1
1485,1485,3,2,1,1
1486,1486,4,9,2,1
1487,1487,1,3,2,0
1488,1488,3,2,3,1
1489,1489,0,5,6,1
1490,1490,1,4,4,1
1491,1491,4,3,8,1
1492,1492,1,0,2,0
1493,1493,2,0,5,1
1494,1494,0,4,7,0
1495,1495,4,2,7,0
1496,1496,3,3,6,1
1497,1497,3,8,1,1
1498,1498,3,1,9,0
1499,1499,0,3,4,1
1500,1500,2,9,9,1
1501,1501,3,2,0,1
1502,1502,2,1,0,0
1503,1503,4,0,5,0
1504,1504,3,9,7,1
1505,1505,2,4,10,1
1506,1506,3,2,10,0
1507,1507,3,5,9,0
1508,1508,3,2,9,0
1509,1509,4,3,0,0
1510,1510,1,4,2,0
1511,1511,0,0,5,1
1512,1512,0,1,5,1
1513,1513,2,9,10,0
1514,1514,2,3,0,1
1515,1515,2,7,2,0
1516,1516,1,2,1,0
1517,1517,1,7,1,1
1518,1518,2,3,9,1
1519,1519,1,9,4,1
1520,1520,0,0,9,1
1521,1521,2,2,3,0
1522,1522,4,5,0,0
1523,1523,2,0,4,0
1524,1524,1,5,8,0
1525,1525,2,3,9,1
1526,1526,2,4,8,0
1527,1527,1,5,0,0
1528,1528,3,7,0,0
1529,1529,1,7,2,0
1530,1530,2,0,10,1
1531,1531,3,1,3,0
1532,1532,1,0,9,0
1533,1533,0,6,8,1
1534,1534,2,2,6,0
1535,1535,0,4,8,1
1536,1536,2,7,5,1
1537,1537,3,7,6,0
1538,1538,1,7,10,1
1539,1539,1,5,6,0
1540,1540,0,3,7,0
1541,1541,2,3,5,0
1542,1542,3,7,10,1
1543,1543,4,5,9,1
1544,1544,3,9,5,0
1545,1545,1,7,9,1
1546,1546,2,9,0,1
1547,1547,2,6,4,1
1548,1548,3,8,5,1
1549,1549,4,4,9,0
1550,1550,2,7,7,1
1551,1551,4,8,3,1
1552,1552,0,3,11,1
1553,1553,3,2,3,1
1554,1554,0,0,7,1
1555,1555,2,0,8,0
1556,1556,4,5,7,1
1557,1557,2,8,3,0
1558,1558,0,8,9,0
1559,1559,3,2,5,0
1560,1560,0,1,7,1
1561,1561,1,8,11,0
1562,1562,0,9,11,1
1563,1563,3,2,11,0
1564,1564,4,3,3,0
1565,1565,1,9,5,0
1566,1566,4,0,5,1
1567,1567,1,8,11,0
1568,1568,1,3,11,1
1569,1569,0,3,0,1
1570,1570,1,6,10,1
1571,1571,1,3,1,0
1572,1572,3,3,7,0
1573,1573,1,5,5,0
1574,1574,1,5,3,1
1575,1575,2,9,2,0
1576,1576,0,3,8,0
1577,1577,4,7,2,1
1578,1578,4,0,1,0
1579,1579,1,2,6,1
1580,1580,3,5,6,0
1581,1581,4,8,10,1
1582,1582,4,4,2,0
1583,1583,4,0,3,0
1584,1584,4,9,4,1
1585,1585,1,3,5,0
1586,1586,1,9,7,1
1587,1587,2,3,3,1
1588,1588,3,7,8,1
1589,1589,2,7,6,1
1590,1590,1,6,8,1
1591,1591,1,7,10,0
1592,1592,4,5,0,0
1593,1593,1,5,6,1
1594,1594,2,8,5,0
1595,1595,2,4,8,1
1596,1596,2,1,8,0
1597,1597,0,8,5,0
1598,1598,4,1,3,0
1599,1599,4,5,8,0
1600,1600,2,4,11,1
1601,1601,3,7,6,0
1602,1602,4,4,9,0
1603,1603,3,2,7,1
1604,1604,2,2,3,1
1605,1605,2,2,7,1
1606,1606,1,3,4,0
1607,1607,0,2,8,1
1608,1608,0,1,0,0
1609,1609,3,0,4,0
1610,1610,0,6,5,0
1611,1611,0,4,1,0
1612,1612,3,1,9,0
1613,1613,1,3,11,0
1614,1614,3,5,7,0
1615,1615,1,2,10,0
1616,1616,3,7,4,0
1617,1617,3,4,11,0
1618,1618,4,2,11,0
1619,1619,3,3,8,0
1620,1620,2,1,7,0
1621,1621,4,7,6,0
1622,1622,0,0,4,0
1623,1623,3,3,7,0
1624,1624,4,4,5,0
1625,1625,4,7,6,1
1626,1626,1,1,2,1
1627,1627,0,0,10,0
1628,1628,4,4,11,0
1629,1629,0,8,5,0
1630,1630,0,8,10,0
1631,1631,3,9,10,0
1632,1632,2,5,3,0
1633,1633,4,0,1,0
1634,1634,3,3,11,0
1635,1635,0,6,0,1
1636,1636,4,9,9,0
1637,1637,3,5,5,1
1638,1638,4,7,11,1
1639,1639,1,1,5,1
1640,1640,4,1,10,0
1641,1641,0,8,10,1
1642,1642,2,1,6,1
1643,1643,0,9,3,0
1644,1644,4,8,3,0
1645,1645,3,0,5,1
1646,1646,2,4,2,0
1647,1647,1,8,5,1
1648,1648,3,3,0,1
1649,1649,3,6,5,1
1650,1650,2,3,11,0
1651,1651,3,7,1,0
1652,1652,2,7,11,0
1653,1653,0,9,2,1
1654,1654,0,4,9,0
1655,1655,0,4,7,0
1656,1656,1,1,1,1
1657,1657,4,7,8,1
1658,1658,4,1,11,1
1659,1659,4,4,0,1
1660,1660,1,4,4,1
1661,1661,0,4,9,1
1662,1662,0,1,4,1
1663,1663,1,1,6,1
1664,1664,1,4,9,0
1665,1665,0,2,6,0
1666,1666,4,9,0,0
1667,1667,0,6,4,0
1668,1668,1,0,7,0
1669,1669,1,5,1,0
1670,1670,2,5,6,0
1671,1671,1,0,7,0
1672,1672,0,5,2,0
1673,1673,0,3,6,0
1674,1674,2,4,6,1
1675,1675,2,5,1,0
1676,1676,3,1,11,1
1677,1677,4,1,6,1
1678,1678,2,1,2,0
1679,1679,0,1,6,1
1680,1680,3,1,7,1
1681,1681,1,9,2,1
1682,1682,1,3,8,0
1683,1683,1,8,9,1
1684,1684,2,8,9,0
1685,1685,0,5,4,1
1686,1686,3,7,11,0
1687,1687,2,9,4,0
1688,1688,1,5,0,0
1689,1689,0,5,11,0
1690,1690,2,0,6,1
1691,1691,1,4,4,1
1692,1692,3,5,1,0
1693,1693,1,5,8,1
1694,1694,1,4,3,0
1695,1695,0,5,9,0
1696,1696,0,0,0,1
1697,1697,0,9,3,0
1698,1698,1,0,3,0
1699,1699,3,4,11,0
1700,1700,3,1,4,0
1701,1701,4,4,10,1
1702,1702,3,3,5,0
1703,1703,1,1,7,1
1704,1704,4,6,5,0
1705,1705,4,9,10,1
1706,1706,2,1,11,0
1707,1707,2,3,2,0
1708,1708,0,4,0,0
1709,1709,3,3,3,1
1710,1710,0,5,1,1
1711,1711,2,2,5,0
1712,1712,4,1,6,0
1713,1713,0,2,2,1
1714,1714,0,7,5,0
1715,1715,4,7,0,1
1716,1716,0,2,2,1
1717,1717,2,4,10,1
1718,1718,3,9,2,1
1719,1719,3,5,6,0
1720,1720,2,5,4,1
1721,1721,0,4,7,1
1722,1722,1,9,4,1
1723,1723,1,8,1,1
1724,1724,3,7,0,1
1725,1725,1,7,6,0
1726,1726,0,6,0,1
1727,1727,3,8,6,1
1728,1728,1,5,2,1
1729,1729,1,6,5,0
1730,1730,0,8,3,0
1731,1731,0,5,4,0
1732,1732,2,3,6,1
1733,1733,3,7,8,1
1734,1734,1,3,2,1
1735,1735,4,6,1,0
1736,1736,1,6,2,1
1737,1737,2,5,11,0
1738,1738,3,8,11,1
1739,1739,1,0,0,1
1740,1740,1,6,1,0
1741,1741,0,5,10,0
1742,1742,3,4,0,0
1743,1743,2,1,8,0
1744,1744,1,2,1,0
1745,1745,1,7,5,1
1746,1746,4,9,4,1
1747,1747,3,9,5,1
1748,1748,3,3,7,1
1749,1749,2,5,9,1
1750,1750,1,7,9,1
1751,1751,4,3,6,1
1752,1752,0,1,10,1
1753,1753,4,4,11,0
1754,1754,1,3,3,1
1755,1755,1,1,8,1
1756,1756,1,9,6,1
1757,1757,1,9,5,0
1758,1758,4,0,9,1
1759,1759,4,1,9,1
1760,1760,3,4,6,1
1761,1761,0,5,1,0
1762,1762,4,5,9,0
1763,1763,0,3,8,0
1764,1764,3,7,3,1
1765,1765,3,8,7,0
1766,1766,2,4,6,0
1767,1767,4,8,6,0
1768,1768,3,6,3,0
1769,1769,2,4,3,0
1770,1770,4,8,10,1
1771,1771,1,7,4,0
1772,1772,4,7,6,0
1773,1773,4,0,10,1
1774,1774,1,9,5,1
1775,1775,0,5,11,1
1776,1776,1,6,5,1
1777,1777,1,8,3,1
1778,1778,4,0,11,0
1779,1779,0,5,4,1
1780,1780,3,9,5,0
1781,1781,0,7,0,0
1782,1782,3,3,3,1
1783,1783,1,2,2,0
1784,1784,3,4,7,1
1785,1785,1,8,8,0
1786,1786,1,5,7,0
1787,1787,3,0,4,1
1788,1788,4,2,7,1
1789,1789,3,4,6,0
1790,1790,4,7,4,0
1791,1791,0,7,2,0
1792,1792,0,8,2,0
1793,1793,2,1,7,0
1794,1794,4,1,11,1
1795,1795,3,9,10,0
1796,1796,2,9,3,1
1797,1797,0,4,5,0
1798,1798,3,9,3,1
1799,1799,0,9,3,1
1800,1800,0,2,8,1
1801,1801,2,5,10,0
1802,1802,0,0,6,0
1803,1803,4,0,2,1
1804,1804,2,3,2,0
1805,1805,2,6,3,1
1806,1806,3,9,1,1
1807,1807,3,2,6,0
1808,1808,3,8,11,1
1809,1809,4,1,7,1
1810,1810,3,6,9,1
1811,1811,0,8,3,1
1812,1812,2,0,1,0
1813,1813,0,8,4,1
1814,1814,2,3,9,0
1815,1815,1,8,8,1
1816,1816,0,9,9,1
1817,1817,3,0,11,0
1818,1818,1,2,11,1
1819,1819,2,6,7,1
1820,1820,2,7,7,0
1821,1821,3,4,9,0
1822,1822,3,6,0,0
1823,1823,3,4,9,1
1824,1824,4,3,9,1
1825,1825,1,9,4,1
1826,1826,2,6,9,0
1827,1827,1,5,0,0
1828,1828,4,5,5,1
1829,1829,2,1,6,1
1830,1830,4,8,9,1
1831,1831,4,2,9,1
1832,1832,3,6,11,0
1833,1833,4,4,3,0
1834,1834,4,9,7,0
1835,1835,0,1,8,0
1836,1836,1,6,5,1
1837,1837,2,9,3,1
1838,1838,1,8,6,0
1839,1839,3,8,11,1
1840,1840,2,2,1,0
1841,1841,1,3,0,1
1842,1842,3,5,8,0
1843,1843,4,4,2,0
1844,1844,4,1,2,1
1845,1845,4,7,11,0
1846,1846,3,5,11,1
1847,1847,0,5,3,1
1848,1848,3,3,9,0
1849,1849,4,0,2,0
1850,1850,1,6,4,1
1851,1851,2,4,8,0
1852,1852,1,1,5,0
1853,1853,0,0,10,1
1854,1854,0,9,7,0
1855,1855,4,4,3,0
1856,1856,0,0,3,1
1857,1857,0,5,3,0
1858,1858,4,2,4,1
1859,1859,0,3,11,1
1860,1860,0,3,5,0
1861,1861,2,8,0,0
1862,1862,2,7,5,1
1863,1863,0,7,5,0
1864,1864,2,4,1,1
1865,1865,3,7,6,0
1866,1866,0,3,11,1
1867,1867,3,1,11,1
1868,1868,0,5,10,0
1869,1869,0,2,7,1
1870,1870,1,8,3,1
1871,1871,1,8,0,0
1872,1872,2,7,11,1
1873,1873,1,1,7,1
1874,1874,2,9,8,1
1875,1875,3,5,10,0
1876,1876,4,5,2,1
1877,1877,3,7,10,0
1878,1878,1,9,9,0
1879,1879,1,2,0,0
1880,1880,3,2,3,0
1881,1881,4,2,6,1
1882,1882,1,2,7,1
1883,1883,1,0,4,1
1884,1884,1,0,4,1
1885,1885,2,3,6,1
1886,1886,4,0,1,0
1887,1887,0,7,5,1
1888,1888,0,9,1,0
1889,1889,1,9,9,0
1890,1890,2,0,11,0
1891,1891,4,0,11,0
1892,1892,2,0,2,0
1893,1893,2,4,4,0
1894,1894,3,8,10,1
1895,1895,4,1,5,1
1896,1896,0,0,2,1
1897,1897,0,4,8,1
1898,1898,4,9,8,1
1899,1899,4,7,10,0
1900,1900,0,1,5,0
1901,1901,1,2,9,0
1902,1902,2,3,10,1
1903,1903,3,1,8,1
1904,1904,2,5,3,0
1905,1905,1,1,1,1
1906,1906,0,4,11,1
1907,1907,4,6,2,0
1908,1908,3,8,8,1
1909,1909,3,5,4,1
1910,1910,4,8,2,1
1911,1911,1,0,3,1
1912,1912,0,4,7,0
1913,1913,4,2,0,0
1914,1914,3,1,0,1
1915,1915,4,4,9,0
1916,1916,4,9,6,0
1917,1917,4,7,4,1
1918,1918,0,3,0,0
1919,1919,2,6,4,1
1920,1920,3,4,3,0
1921,1921,2,7,9,0
1922,1922,4,3,4,1
1923,1923,4,3,6,1
1924,1924,4,1,11,0
1925,1925,1,8,2,0
1926,1926,4,6,2,1
1927,1927,4,0,9,0
1928,1928,3,4,11,1
1929,1929,2,8,6,1
1930,1930,4,4,1,1
1931,1931,4,4,7,0
1932,1932,1,0,9,0
1933,1933,3,8,11,1
1934,1934,2,2,7,0
1935,1935,2,5,10,1
1936,1936,1,2,3,1
1937,1937,0,9,0,1
1938,1938,3,6,4,1
1939,1939,4,2,11,0
1940,1940,1,6,2,0
1941,1941,0,2,5,0
1942,1942,1,0,0,0
1943,1943,1,1,7,1
1944,1944,2,3,0,1
1945,1945,0,0,11,0
1946,1946,0,2,5,1
1947,1947,1,5,4,0
1948,1948,4,0,5,0
1949,1949,4,2,1,0
1950,1950,4,2,10,1
1951,1951,2,9,3,1
1952,1952,1,4,7,0
1953,1953,3,5,11,1
1954,1954,3,5,6,1
1955,1955,4,8,8,0
1956,1956,2,5,5,1
1957,1957,0,1,9,1
1958,1958,3,2,4,1
1959,1959,1,4,1,0
1960,1960,0,1,11,1
1961,1961,4,7,4,0
1962,1962,0,4,5,0
1963,1963,3,5,5,1
1964,1964,3,5,8,1
1965,1965,4,9,0,1
1966,1966,1,8,7,1
1967,1967,1,9,11,0
1968,1968,2,1,8,1
1969,1969,2,3,2,1
1970,1970,3,5,6,1
1971,1971,2,1,1,1
1972,1972,3,6,0,1
1973,1973,3,7,6,0
1974,1974,2,1,5,0
1975,1975,2,6,2,1
1976,1976,2,4,9,1
1977,1977,0,8,3,1
1978,1978,2,1,7,1
1979,1979,1,7,9,0
1980,1980,2,5,1,0
1981,1981,3,0,10,0
1982,1982,4,5,11,1
1983,1983,2,2,8,1
1984,1984,3,0,3,0
1985,1985,1,5,10,0
1986,1986,1,0,0,1
1987,1987,0,4,7,1
1988,1988,1,2,10,0
1989,1989,0,8,0,0
1990,1990,1,7,6,0
1991,1991,4,5,3,1
1992,1992,3,3,6,0
1993,1993,3,9,2,1
1994,1994,1,9,4,0
1995,1995,3,1,8,0
1996,1996,4,9,4,0
1997,1997,3,6,2,1
1998,1998,3,5,5,1
1999,1999,2,7,8,0
2000,2000,0,5,8,1
2001,2001,2,5,6,1
2002,2002,4,0,3,1
2003,2003,3,3,9,1
2004,2004,0,6,4,1
2005,2005,0,1,4,1
2006,2006,0,4,3,1
2007,2007,0,3,10,0
2008,2008,3,1,11,1
2009,2009,1,6,8,1
2010,2010,1,5,10,1
2011,2011,3,4,9,0
2012,2012,0,6,5,0
2013,2013,2,5,2,1
2014,2014,4,7,10,1
2015,2015,1,4,10,1
2016,2016,2,2,10,0
2017,2017,0,3,3,1
2018,2018,3,6,11,0
2019,2019,0,0,2,0
2020,2020,2,9,0,1
2021,2021,3,2,8,1
2022,2022,2,8,7,1
2023,2023,0,9,9,0
2024,2024,2,7,10,0
2025,2025,3,2,5,1
2026,2026,0,7,1,1
2027,2027,3,0,4,0
2028,2028,3,1,7,0
2029,2029,1,2,3,0
2030,2030,3,5,0,0
2031,2031,0,5,7,0
2032,2032,1,4,10,1
2033,2033,3,0,5,1
2034,2034,4,0,5,1
2035,2035,0,7,3,1
2036,2036,3,5,7,1
2037,2037,0,8,9,1
2038,2038,0,4,3,0
2039,2039,2,6,7,1
2040,2040,0,5,6,1
2041,2041,4,7,11,0
2042,2042,2,4,0,1
2043,2043,2,1,6,0
2044,2044,0,1,3,0
2045,2045,1,9,7,1
2046,2046,0,1,4,0
2047,2047,0,4,10,1
2048,2048,4,6,10,0
2049,2049,1,4,6,1
2050,2050,4,8,8,0
2051,2051,4,7,9,1
2052,2052,0,9,9,1
2053,2053,4,4,4,0
2054,2054,2,2,5,1
2055,2055,2,6,0,0
2056,2056,3,8,3,1
2057,2057,0,2,5,0
2058,2058,1,7,0,1
2059,2059,2,1,11,0
2060,2060,4,6,9,0
2061,2061,4,8,8,1
2062,2062,0,6,3,0
2063,2063,1,5,8,1
2064,2064,4,7,0,0
2065,2065,3,9,5,1
2066,2066,4,2,4,0
2067,2067,2,0,4,0
2068,2068,4,5,6,1
2069,2069,3,3,7,1
2070,2070,1,9,11,1
2071,2071,3,0,2,0
2072,2072,0,7,6,0
2073,2073,1,3,4,0
2074,2074,3,6,3,0
2075,2075,1,2,1,0
2076,2076,4,6,11,1
2077,2077,2,8,1,0
2078,2078,1,9,4,1
2079,2079,2,6,9,0
2080,2080,1,0,7,0
2081,2081,2,9,5,0
2082,2082,1,1,0,0
2083,2083,4,7,5,0
2084,2084,0,3,11,0
2085,2085,3,7,0,1
2086,2086,2,5,1,0
2087,2087,4,5,3,0
2088,2088,3,5,3,0
2089,2089,1,0,4,0
2090,2090,0,2,10,0
2091,2091,3,9,11,0
2092,2092,1,1,5,1
2093,2093,1,7,8,0
2094,2094,2,8,1,0
2095,2095,2,4,9,0
2096,2096,2,9,2,0
2097,2097,2,2,3,0
2098,2098,1,8,6,0
2099,2099,4,4,9,1
2100,2100,3,1,10,1
2101,2101,1,4,3,1
2102,2102,4,6,11,0
2103,2103,0,2,8,0
2104,2104,2,1,11,0
2105,2105,3,5,0,0
2106,2106,3,5,3,1
2107,2107,3,4,1,0
2108,2108,1,6,4,0
2109,2109,4,0,10,0
2110,2110,2,4,8,0
2111,2111,0,7,3,1
2112,2112,3,2,9,0
2113,2113,1,5,4,1
2114,2114,4,7,4,0
2115,2115,0,2,10,1
2116,2116,2,4,10,1
2117,2117,2,6,8,1
2118,2118,4,4,4,1
2119,2119,4,6,7,0
2120,2120,0,1,4,1
2121,2121,2,7,5,1
2122,2122,1,9,6,0
2123,2123,3,2,2,1
2124,2124,3,1,11,0
2125,2125,0,2,3,0
2126,2126,3,1,2,1
2127,2127,1,9,8,0
2128,2128,1,3,2,0
2129,2129,1,2,1,0
2130,2130,4,3,5,0
2131,2131,1,2,7,1
2132,2132,4,7,5,1
2133,2133,2,8,9,1
2134,2134,3,8,9,0
2135,2135,4,9,9,1
2136,2136,1,6,10,0
